ID,Username,City,Country,Date,Comment
412,Jo T,Ashton-under-Lyne,United Kingdom,11-September-2017,"What an evening we had here! Despite most of the staff speaking no English - they were super helpful in terms of making sure we knew what we were doing (choosing our meats, cooking the dishes, adding sauces etc). We ordered the noodles, and as part of this we got a special noodle show, which was very impressive! And I don't know if we were there on a special night, or it's a normal thing, but we also got a show from a traditional opera performer - the elusive changing masks! We did have to wait about half an hour for a table, but during our wait we got given free drinks and snacks, so we didn't mind at all. And it was worth the wait. If you're not really into spice - do NOT get the spicy broth! Stick to the plain or mushroom."
413,Heather M,None,None,23-May-2017,"We loved it! Service was fantastic even though they were very busy. They have many choices of broth to choose from. All the food was very high quality. No one spoke much English, but it wasn't too difficult."
414,Smoltman,Courtenay,Canada,29-March-2017,"This hotpot establishment is the real deal. It is open 24 hours and from what I was told it is always busy. People we lined up, sitting stools waiting to get in! We had a private room which was very nice but I miss the hustle and bustle of the main part of this very large restaurant. The service was fantastic and they looked after us very well. The menus of meats, seafood, veggies etc. was extensive and very fresh. The spice pot was nuclear and the broth pot was flavourful. My lips and tongue felt tingly after the first couple of pieces. Excellent experience and they had a welcoming platter made up as well!"
415,Wendyzhou,Sydney,Australia,26-March-2017,"I made a reservation however there was some confusion and we had to wait 30 mins. Other than that, everything was flawless. The service is amazing. We ordered SO much food, had beers and for four people the bill came to 700rmb which is not bad considering we all walked out completely stuffed!"
416,Connector658818,Chicago,Illinois,24-March-2017,"I was here on a Friday night and everyone seem to ignore me even though I was yelling out excuse me or blaming out random sounds. I am Chinese to begin with and I really do not know English. So I have to speak to them in English. I do not like this place and even though the food was served. I ask for cold water on one person and they told me straight up no we do not serve cold water. Wth no cold water. Sigh well all the review seem so positive I wish I was born white"
417,Kathleen_Leong,None,None,2-January-2017,"Food and services are excellent in this restaurant. We have ordered the pork rib soup and tomato soup base. Ingredients were fresh and we like the pulled noodle."
418,Remarx,Singapore,Singapore,8-December-2016,"This is easily the best service attitude and execution I have experienced in any restaurant in China. Clearly delighting the customer is a ingrained culture in this establishment. Apart from this many little useful complimentary services are catered for. USB phone charging and convenient little shelf to place phone below tabletop, plastic ziplock to avoid getting soup on your phone, cold towels on arrival, slip on overall to protect your clothes etc. On departing the receptionist not only helped us to take our photo but offered to instant print a photo for us. Oh and the food was fresh and delicious."
419,Vooth,None,None,3-December-2016,"Heard about the famed service level so went to try. Indeed the service was tiptop and quality of the food great! Thoroughly enjoyed my time there, will definitely patronise again albeit probably in other branches."
420,695871641,Cardigos,Portugal,24-November-2016,"It was my first time to have dinner in HaiDiLao. I felt comfortable when I stepped into the restaurant. The environment was so great that I couldn’t help falling in love with in. The waiter was enthusiastic. this restaurant gave me an excellent first expression. After our seat was allocated and ordered dishes. The waiter recommended us some kinds of dishes. And we only waited for a very short time. We got our dishes. The taste was special and beyond comparable. It was different from all the other hot pot restaurants I have eaten before. And most importantly it wasn’t expensive. Lots of family can afford it. So I make this comment and recommend HaiDiLao to you, hope you can have a nice dining experience at HaiDiLao too."
421,660jm,New York City,New York,30-October-2016,"We came almost 830 pm yet the place is still busy as usual and the same like any other HaiDiLao.

We waited for 45 mins, yet the server and the greeter all are very helpful and nice to us.

The food is slightly different than other HaiDiLao we tried in shanghai and zhengzhou. Although, not up to par, still excellent choice"
422,starbucks_sg,None,None,25-July-2016,"If you are in Guangzhou, do visit this place. The steam boat is excellent is excellent and the ambience first class. You will be pampered to the bone here."
423,lanvinyeo,Kuala Lumpur,Malaysia,10-July-2016,"Lot of people told us this is a must go restaurant in Guangzhou. It is a hotpot or steamboat (how Malaysian would name it). This branch is located in beijing road pedestrian street. We reached there at 6:30pm and the restaurant was already 70% full. We ordered four different types of soup base (brace yourself to face high level spiciness if you order the   Ma La  soup base. I would recommend tomato soup and seafood soup. Meat and vegetables are all served fresh and there is a counter for serving fruits and to make dip sauce .

Price (in my opinion) is a little on the high side but it is definitely worth trying. 5 star!"
