ID,Username,City,Country,Date,Comment
1085,Flore_yeung,None,None,26-January-2014,"The place is almost always fully booked, so we had to call in and book a day in advance for a dinner reservation.

The place is beautifully decorated and on the way to the dining area, you will pass by the roasting pit and food preparation counter behind a glass. At dinner, there will also be a Caligraphy master at a special counter whom (we discovered at the end of our dinner) actually writes a beautiful caligraphy card of our dinner menu, tied with a small piece of coin jade and this is provided to the dining guest as a complimentary gift, and we were thrilled!

Our waitress (Yami) was very polite and took the patience to explain (with a sweet smile) every detail of the food item which we inquired about and she was very helpful in providing suggestions for us which allowed us to try a variety of their signature dishes and the portion was just nice.

Usually at chinese restaurants, you will occasionally have to request for refill of tea, but here i hardly ever had an empty tea cup for more than 2 minutes :) Definitely a plus point experience

At the end of the main course, Yami approached us with the Desserts Menu and we selected two desserts for sharing. But she served us additional 3 desserts! and this was provided complimentary from the Restaurant! Oh My... we were up in the stars... the desserts we nicely done, not too sweet and we noted that you will taste all 5 flavors in the variety of dessert! (sour from lemon, sweet, spicy from ginger sweets, salty from our main dish already - so skip this and bitter from a mix of herbal stuff)

They serve very good variety of tea (they also have tea bar as opposed to liquor bar) :) Yami then walked us to the door and making sure that we had all our things with us and checked if everyone was ok and explained more on the glass encased kitchen as we passed by....

We Are So Coming Back!

The price is not exorbitantly high, its definitely worth a try :)"
1086,WhaleCruiser,Japan,None,30-April-2013,"Went for lunch to check out the restaurant. The dim sum items were by far the best in town. The lobster xiao long bao was the best one which was made to order and served in a cute little bowl. The service staff were okay in general but when we asked questions about some of the dishes, in stead of trying to find out, they just guessed what it was so we had to ask the manager the same question.
A bit pricy but would go back."
1087,Patricia H,Glenelg,Australia,5-April-2013,"The food was sensational, the staff helped us to choose our menu and made suggestions when we weren't sure of a particular dish, to the point they showed us a variety of vegetables so we could be sure we were getting what we were ordering.Every dish we ordered was delicious and beautifully presented..We were escorted to our show so that we wouldn't get lost and be late..Service plus.."
1088,XP-Traveler,None,None,2-April-2013,"Really decadent environment. Dim sum here is charged per piece. We had Har Gaw which has gold leaf. The food is very delicate, presented beautifully and delicious. But it all comes with a price!"
1089,sallyputri,None,None,5-March-2013,"Great food, creative presentation with extraordinary service by Lena and Michy. Ambience is a fusion of east and west. Complimentary dessert was awesome. Worth paying the price for the quality ."
1090,755AndrewM,Sydney,Australia,8-August-2012,"This is the newest restaurant offering in City of Dreams. A Chinese restaurant, with excellent service and lovely food. Uses loquat wood for the BBQ, so duck and pork are distinctly aromatic. Good range of private rooms, from intimate to substantial. Theatre kitchen. Well worth experiencing."
1091,JJezz2013,Singapore,Singapore,12-November-2019,"After reading all the good reviews , we decided to have their dim sum for our lunch. We took a cab from Gongbei port, cost us RMB10 for a 10mins ride.It was a Monday noon but lobby was packed with ppl at the waiting area and we actually waited 45mins for the seats.
We ordered their signature roasted goose and requested not to have breast meat and it turned out to be small portion with all bones, hardly get to really taste the meat and their steam pork ribs with too much fats too.Other dishes that we ordered were also so so only, no satisfaction for this meal."
1092,AlexS13606,Singapore,Singapore,20-September-2019,"One of the very good restaurants in Zhuhai. Has being eating lunch and dinner for the past few days. None of the dish disappoints us. Service are norm like any Chinese restaurant. A little on the pricey side or else with give it full 5 star"
1093,Danny C,None,None,18-July-2019,"You will surprised to find so many selection of live and swimming seafood for your selection in addition to roasted goose and pigeon."
1094,FedFL123,None,None,7-June-2019,"Whether you are a seafood, meat or vegetable lover, you will find your favourite food in this restaurant for hotpot. However, prepare to pay more for deluxe items like lobster, wagu beef. Also, better make advanced booking to shorten the waiting time."
1095,emmanuelv592,None,None,16-January-2019,"Provided you open your wallet... the food is very good and the room are nicely decorated, it can be very busy need to reserve in advance."
